drug name,molecular_formula,smiles,,drug class
Celecoxib,C17H14F3N3O2S,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,,Nonsteroidal Antiinflammatory Drugs
Roflumilast,C17H14Cl2F2N2O3,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,,"Pulmonary Disease Agents, Chronic Obstructive Pulmonary Disease Agents"
Lesinurad,C17H14BrN3O2S,C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O,,Antigout Agents
Alprazolam,C17H13ClN4,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,,Benzodiazepines
Triazolam,C17H12Cl2N4,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,,Sedatives and Hypnotics|Benzodiazepines
Benzbromarone,C17H12Br2O3,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,,Antigout Agents
Letrozole,C17H11N5,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,,Antineoplastic Agents|Aromatase Inhibitors
Selinexor,C17H11F6N7O,C1=CN=C(C=N1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,,Antineoplastic Agents
Quazepam,C17H11ClF4N2S,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,,Sedatives and Hypnotics|Benzodiazepines
Doravirine,C17H11ClF3N5O3,CN1C(=NNC1=O)CN2C=CC(=C(C2=O)OC3=CC(=CC(=C3)C#N)Cl)C(F)(F)F,,Antiviral Agents
Liraglutide,C172H265N43O51,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC6=CN=CN6)N)C(=O)O,,Antidiabetic Agents
Pramlintide,C171H267N51O53S2,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N)NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CNC=N6)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C)NC(=O)[C@@H]8CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N8)[C@@H](C)O)C)[C@@H](C)O)CC(=O)N)NC(=O)[C@H](CCCCN)N,,Antidiabetic Agents
Oseltamivir,C16H28N2O4,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,,Antiviral Agents
Esmolol,C16H25NO4,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,,Beta-Adrenergic Receptor Antagonists
Tramadol,C16H25NO2,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,,Opioids
Molindone,C16H24N2O2,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,,Antipsychotic Agents
Ropinirole,C16H24N2O,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,,Antiparkinson Agents
Propranolol,C16H21NO2,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,,Beta-Adrenergic Receptor Antagonists
Ramelteon,C16H21NO2,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,,Sedatives and Hypnotics
Bendamustine,C16H21Cl2N3O2,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,,Antineoplastic Agents|Alkylating Agents
Tofacitinib,C16H20N6O,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,,Antirheumatic Agents|Protein Kinase Inhibitors|COVID-19 Drugs
Linezolid,C16H20FN3O4,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,,Antiinfective Agents
Amoxicillin,C16H19N3O5S,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,,Antiinfective Agents|Aminopenicillins
Ampicillin,C16H19N3O4S,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,,Antiinfective Agents|Aminopenicillins
Carbinoxamine,C16H19ClN2O,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,,Antihistamines
Norfloxacin,C16H18FN3O3,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,,Antiinfective Agents
Ezogabine,C16H18FN3O2,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,,Anticonvulsants
Baricitinib,C16H17N7O2S,CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,,Antirheumatic Agents|Protein Kinase Inhibitors|COVID-19 Drugs
Febuxostat,C16H16N2O3S,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,,Antigout Agents
Clopidogrel,C16H16ClNO2S,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,,Antithrombotic Agents|Antiplatelet Agents
Fosphenytoin,C16H15N2O6P,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,,Anticonvulsants|Phenytoin
Sitagliptin,C16H15F6N5O,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,,Antidiabetic Agents|Incretin-Based Drugs
Pantoprazole,C16H15F2N3O4S,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,,Antiulcer Agents
Ketoprofen,C16H14O3,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,,Nonsteroidal Antiinflammatory Drugs
Voriconazole,C16H14F3N5O,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,,Antifungal Agents
Lansoprazole,C16H14F3N3O2S,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,,Antiulcer Agents
Chlordiazepoxide,C16H14ClN3O,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,,Benzodiazepines
Mebendazole,C16H13N3O3,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,,Anthelmintic Agents
Clobazam,C16H13ClN2O2,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,,Anticonvulsants|Benzodiazepines
Temazepam,C16H13ClN2O2,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,,Sedatives and Hypnotics|Benzodiazepines
Estazolam,C16H11ClN4,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,,Sedatives and Hypnotics|Benzodiazepines
Clorazepate,C16H11ClN2O3,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,,Anticonvulsants|Benzodiazepines
Peramivir,C15H28N4O4,CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C,,Antiviral Agents
Metoprolol,C15H25NO3,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,,Beta-Adrenergic Receptor Antagonists
Doripenem,C15H24N4O6S2,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O,,Antiinfective Agents|Carbapenems
Gemfibrozil,C15H22O3,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,,Antilipemic Agents|Fibrates
Capecitabine,C15H22FN3O6,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,,Antineoplastic Agents
Meperidine,C15H21NO2,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,,Opioids
Primaquine,C15H21N3O,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,,Antimalarial Agents
Fluvoxamine,C15H21F3N2O2,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,,Antidepressant Agents|COVID-19 Drugs
Tasimelteon,C15H19NO2,CCC(=O)NC[C@@H]1C[C@H]1C2=C3CCOC3=CC=C2,,Sedatives and Hypnotics
Maribavir,C15H19Cl2N3O4,CC(C)NC1=NC2=CC(=C(C=C2N1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)Cl)Cl,,Antiviral Agents
Mitomycin,C15H18N4O5,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,,Antineoplastic Agents
Nabumetone,C15H16O2,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,,Nonsteroidal Antiinflammatory Drugs
Ticarcillin,C15H16N2O6S2,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CSC=C3)C(=O)O)C(=O)O)C,,"Antiinfective Agents,|Penicillins (Fourth Generation)"
Tolmetin,C15H15NO3,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,,Nonsteroidal Antiinflammatory Drugs
Fenoprofen,C15H14O3,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,,Nonsteroidal Antiinflammatory Drugs
Nevirapine,C15H14N4O,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,,Antiviral Agents
Belinostat,C15H14N2O4S,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,,Antineoplastic Agents
Eslicarbazepine,C15H14N2O2,C1[C@@H](C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,,Anticonvulsants
Ketorolac,C15H13NO3,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,,Nonsteroidal Antiinflammatory Drugs
Piroxicam,C15H13N3O4S,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,,Nonsteroidal Antiinflammatory Drugs|Meloxicam
Flurbiprofen,C15H13FO2,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,,Nonsteroidal Antiinflammatory Drugs
Oxcarbazepine,C15H12N2O2,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,,Anticonvulsants|Carbamazepine
Phenytoin,C15H12N2O2,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,,Anticonvulsants
Carbamazepine,C15H12N2O,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,,Anticonvulsants
Oxazepam,C15H11ClN2O2,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,,Benzodiazepines
Quercetin,C15H10O7,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,,Herbal and Dietary Supplements
Chamomile,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,,Herbal and Dietary Supplements
Clonazepam,C15H10ClN3O3,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,,Anticonvulsants|Benzodiazepines
Opicapone,C15H10Cl2N4O6,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-],,Parkinson Disease Agents
Lorazepam,C15H10Cl2N2O2,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,,Sedatives and Hypnotics|Benzodiazepines
Efavirenz,C14H9ClF3NO2,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,,Antiviral Agents
Triclabendazole,C14H9Cl3N2OS,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,,Anthelmintic Agents
Atenolol,C14H22N2O3,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,Beta-Adrenergic Receptor Antagonists
Rivastigmine,C14H22N2O2,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,,Alzheimer Disease Agents
Metoclopramide,C14H22ClN3O2,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,,Gastrointestinal Agents|Antiemetics
Abrocitinib,C14H21N5O2S,CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3,,Protein Kinase Inhibitors
Vorinostat,C14H20N2O3,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,,Antineoplastic Agents
Pindolol,C14H20N2O2,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,,Beta-Adrenergic Receptor Antagonists
Methylphenidate,C14H19NO2,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,,CNS Stimulants
Famciclovir,C14H19N5O4,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,,Antiviral Agents
Chlorambucil,C14H19Cl2NO2,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,,Antineoplastic Agents|Alkylating Agents
Ixazomib,C14H19BCl2N2O4,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,,Antineoplastic Agents|Protein Kinase Inhibitors
Stiripentol,C14H18O3,CC(C)(C)C(/C=C/C1=CC2=C(C=C1)OCO2)O,,Anticonvulsants
Abacavir,C14H18N6O,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO,,Antiviral Agents
SMZ-TMP,C14H18N4O3,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,,Antiinfective Agents|Sulfonamides
Entacapone,C14H15N3O5,CCN(CC)C(=O)/C(=C/C1=CC(=C(C(=C1)O)O)[N+](=O)[O-])/C#N,,Parkinson Disease Agents
Naproxen,C14H14O3,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,Nonsteroidal Antiinflammatory Drugs
Ticlopidine,C14H14ClNS,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,,Antithrombotic Agents|Antiplatelet Agents
Meloxicam,C14H13N3O4S2,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,,Nonsteroidal Antiinflammatory Drugs|Piroxicam
Resveratrol,C14H12O3,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,,Herbal and Dietary Supplements
Tolcapone,C14H11NO5,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],,Parkinson Disease Agents
Diclofenac,C14H11Cl2NO2,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,,Nonsteroidal Antiinflammatory Drugs
Salsalate,C14H10O5,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,,Salicylates
Dantrolene,C14H10N4O5,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],,Muscle Relaxants
Nitisinone,C14H10F3NO5,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],,"Genetic Disorder Agents (Liver Diseases), Enzyme Inhibitors"
Mitotane,C14H10Cl4,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,,Antineoplastic Agents
Albiglutide,C148H224N40O45,CC[C@@H](C)[C@@H](C(=O)N[C@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](C)NC(=O)[C@@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC6=CN=CN6)N,,Antidiabetic Agents
Diflunisal,C13H8F2O3,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,,Salicylates|Nonsteroidal Antiinflammatory Drugs
Timolol,C13H24N4O3S,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O,,Beta-Adrenergic Receptor Antagonists
Ranitidine,C13H22N4O3S,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,,Antiulcer Agents
Procainamide,C13H21N3O,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,,Antiarrhythmic Agents
Valacyclovir,C13H20N6O4,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,,Antiviral Agents
Probenecid,C13H19NO4S,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,,Antigout Agents
Viloxazine,C13H19NO3,CCOC1=CC=CC=C1OCC2CNCCO2,,Central Nervous System Stimulants|ADHD Agents
Diethylpropion,C13H19NO,CCN(CC)C(C)C(=O)C1=CC=CC=C1,,Weight Loss Agents
Molnupiravir,C13H19N3O7,CC(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)NO)O)O,,Antiviral Agents
Ibuprofen,C13H18O2,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,Nonsteroidal Antiinflammatory Drugs
Pentoxifylline,C13H18N4O3,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,,"Cardiovascular Drugs, Intermittent Claudication Agents;|Xanthine Derivatives"
Lacosamide,C13H18N2O3,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,,Anticonvulsants
Bupropion,C13H18ClNO,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,,Antidepressant Agents
Melphalan,C13H18Cl2N2O2,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,,Antineoplastic Agents|Alkylating Agents
Aztreonam,C13H17N5O8S2,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N,,Antiinfective Agents
Selegiline,C13H17N,C[C@H](CC1=CC=CC=C1)N(C)CC#C,,Antiparkinson Agents
Melatonin,C13H16N2O2,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,,Herbal and Dietary Supplements|Sedatives and Hypnotics
Esketamine,C13H16ClNO,CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl,,Antidepressant Agents
Ketamine,C13H16ClNO,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,,"Anesthetics, General"
Tacrine,C13H14N2,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,,Alzheimer Disease Agents
Lenalidomide,C13H13N3O3,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,,Antineoplastic Agents
Varenicline,C13H13N3,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,,Substance Abuse Treatment Agents
Nimesulide,C13H12N2O5S,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,,Nonsteroidal Antiinflammatory Drugs
Fluconazole,C13H12F2N6O,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,,Antifungal Agents
Pomalidomide,C13H11N3O4,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,,Antineoplastic Agents
Thalidomide,C13H10N2O4,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,,Antineoplastic Agents
Nitazoxanide,C12H9N3O5S,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],,Anthelmintic Agents
Leflunomide,C12H9F3N2O2,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,,Antirheumatic Agents
Teriflunomide,C12H9F3N2O2,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,,Multiple Sclerosis Agents
Carisoprodol,C12H24N2O4,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,,Muscle Relaxants
Topiramate,C12H21NO8S,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,,Anticonvulsants
Nizatidine,C12H21N5O2S2,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,,Antiulcer Agents
Memantine,C12H21N,CC12CC3CC(C1)(CC(C3)(C2)N)C,,Alzheimer Disease Agents
Rimantadine,C12H21N,CC(C12CC3CC(C1)CC(C3)C2)N,,Antiviral Agents
Zanamivir,C12H20N4O7,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,,Antiviral Agents
Sotalol,C12H20N2O3S,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,,Beta-Adrenergic Receptor Antagonists
Procarbazine,C12H19N3O,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,,Antineoplastic Agents|Alkylating Agents
Propofol,C12H18O,CC(C)C1=C(C(=CC=C1)C(C)C)O,,Anesthetic Agents
Metaxalone,C12H15NO3,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C,,Muscle Relaxants
Entecavir,C12H15N5O3,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N,,Antiviral Agents
Albendazole,C12H15N3O2S,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,,Anthelmintic Agents
Clofibrate,C12H15ClO3,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,,Antilipemic Agents|Fibrates
Primidone,C12H14N2O2,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,,Anticonvulsants
Methsuximide,C12H13NO2,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,,Anticonvulsants
Isocarboxazid,C12H13N3O2,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,,Antidepressant Agents
Rasagiline,C12H13N,C#CCN[C@@H]1CCC2=CC=CC=C12,,Antiparkinson Agents
Benznidazole,C12H12N4O3,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],,Antiinfective Agents
Phenobarbital,C12H12N2O3,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,,Anticonvulsants|Sedatives and Hypnotics
Dapsone,C12H12N2O2S,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,,Antiinfective Agents|Sulfonamides
Pirfenidone,C12H11NO,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,,Pulmonary Fibrosis Agents
Triamterene,C12H11N7,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,,Diuretics
Nilutamide,C12H10F3N3O4,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,,Antineoplastic Agents|Antiandrogens
Psoralen,C11H6O3,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,,"Dermatologic Agents,|Psoriasis Agents"
Colestipol,C11H28ClN5O,C1C(O1)CCl.C(CNCCNCCNCCN)N,,Antilipemic Agents|Bile Acid Resins/Sequestrants
Brivaracetam,C11H20N2O2,CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N,,Anticonvulsants
Mexiletine,C11H17NO,CC1=C(C(=CC=C1)C)OCC(C)N,,Antiarrhythmic Agents
Pentostatin,C11H16N4O4,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O,,Antineoplastic Agents
Pilocarpine,C11H16N2O2,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C,,"Sj枚gren Syndrome Agents, Cholinergic Agents"
Proguanil,C11H16ClN5,CC(C)N=C(N)/N=C(\N)/NC1=CC=C(C=C1)Cl,,Antimalarial Agents
Methocarbamol,C11H15NO5,COC1=CC=CC=C1OCC(COC(=O)N)O,,Muscle Relaxants
Nelarabine,C11H15N5O5,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,,Antineoplastic Agents
Pyrantel,C11H14N2S,CN1CCCN=C1/C=C/C2=CC=CS2,,Anthelmintic Agents
Felbamate,C11H14N2O4,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,,Anticonvulsants
Lorcaserin,C11H14ClN,C[C@H]1CNCCC2=C1C=C(C=C2)Cl,,Weight Loss Agents
Zileuton,C11H12N2O2S,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,,Antiasthmatic Agents
