drug name,drug class
infigratinib,"Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Receptor, Fibroblast Growth Factor, Type 1"
ingenol_mebutate,Breast Feeding|Lactation|Antineoplastic Agents|Dermatologic Agents
iodine_I-125,Breast Feeding|Lactation|Brachytherapy|Iodine Radioisotopes|Radiopharmaceuticals
iron_salts,Breast Feeding|Lactation|Ferrous Compounds|Hematinics|Iron Compounds
isatuximab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Antineoplastic Agents"
lanthanum_CO3,Breast Feeding|Lactation
larotrectinib,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors"
lasmiditan,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Vasoconstrictor Agents
lefamulin,Breast Feeding|Lactation|Anti-Bacterial Agents|Anti-Infective Agents
lemborexant,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Orexin Receptor Antagonists|Sleep Aids, Pharmaceutical"
lenacapavir,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV capsid inhibitors"
leniolisib,"Breast Feeding|Lactation|Milk, Human|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors"
leucovorin,"Breast Feeding|Lactation|Milk, Human|Antidotes|Vitamin B Complex|Vitamins"
levamisole,Breast Feeding|Lactation
lonapegsomatropin,Breast Feeding|Lactation|Human Growth Hormone
loncastuximab_tes,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Antineoplastic Agents"
lumateperone,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents"
luspatercept,"Breast Feeding|Lactation|Milk, Human|Hematinics|Hematopoietic Cell Growth Factors"
lusutrombopag,"Breast Feeding|Lactation|Receptors, Thrombopoietin"
maralixibat,"Breast Feeding|Lactation|Milk, Human"
margetuximab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antineoplastic Agents"
mechlorethamine,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Alkylating Agents|Irritants"
mesna,"Breast Feeding|Lactation|Milk, Human|Protective Agents"
methylnaltrexone,Breast Feeding|Lactation|Narcotic Antagonists
micafungin,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Echinocandins"
miglustat,Breast Feeding|Lactation|Enzyme Inhibitors|Glycoside Hydrolase Inhibitors
mirabegron,Breast Feeding|Lactation
mirvetuximab_sorav,"Breast Feeding|Lactation|Milk, Human|Immunoconjugates|Antibodies, Monoclonal, Humanized|Antineoplasstic Agents"
molnupiravir,"Breast Feeding|Lactation|Milk, Human|Antiviral Agents|Nucleosides"
monkeypox_vaccine,"Breast Feeding|Lactation|Milk, Human|Vaccines"
mosunetuzumab,"Breast Feeding|Lactation|Milk, Human|Monoclonal Antibodies, Humanized|Antineoplastic Agents"
naxitamab,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antibodies, Monoclonal"
niclosamide,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Anthelmintics|Anticestodal Agents|Antinematodal Agents|Molluscacides
nirmatrelvir,"Breast Feeding|Lactation|Milk, Human|Antiviral Agents|Protease Inhibitors"
nitisinone,Breast Feeding|Lactation|Enzyme Inhibitors
nitric_oxide,Breast Feeding|Lactation|Anti-Asthmatic Agents|Antioxidants|Autonomic Agents|Bronchodilator Agents|Cardiovascular Agents|Endothelium-Dependent Relaxing Factors|Free Radical Scavengers|Neurotransmitter Agents|Peripheral Nervous System Agents|Respiratory System Agents|Vasodilator Agents
olipudase_alfa,"Breast Feeding|Lactation|Milk, Human|Enzymes|Esterases|Sphingomyelin Phosphodiesterase"
olutasidenib,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzyme Inhibitors|Isocitrate dehydrogenase-1 inhibitors"
omaveloxolone,"Breast Feeding|Lactation|Milk, Human"
onabotulinumtoxinA,"Breastfeeding|Lactation|Milk, Human|Bacterial Toxins|Neuromuscular Agents|Neurotoxins"
orphenadrine,"Breast Feeding|Lactation|Antiparkinson Agents|Cholinergic Antagonists|Muscle Relaxants, Central|Parasympatholytics|Muscarinic Antagonists"
osilodrostat,Breast Feeding|Lactation|Enzyme Inhibitors
oteseconazole,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Dermatologic Agents"
oxaliplatin,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Platinum Compounds"
ozanimod,Breast Feeding|Lactation|Immunosuppressive Agents|Sphingosine 1 Phosphate Receptor Modulators
pacritinib,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzyme Inhibitors|Janus Kinase Inhibitors|JAK Inhibitors|Signal Transduction Inhibitors|Protein Kinase Inhibitors"
palifermin,Breast Feeding|Lactation|Fibroblast Growth Factors
palonosetron,Breast Feeding|Lactation|Antiemetics|Gastrointestinal Agents|Serotonin Antagonists|Serotonin 5-HT3 Receptor Antagonists
pancrelipase,Breast Feeding|Lactation|Gastrointestinal Agents|Enzymes
pegaptanib,"Breast Feeding|Lactation|Aptamers, Nucleotide"
pegaspargase,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzymes"
pegcetacoplan,"Breast Feeding|Lactation|Milk, Human|Complement Inactivating Agents"
pegloticase,Breast Feeding|Lactation|Antigout Agents|Gout Suppressants
pegunigalsidase,"Breast Feeding|Lactation|Milk, Human|Enzymes"
pemigatinib,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors"
periciazine,"Breast Feeding|Lactation|Milk, Human|Antipsychotic Agents|Phenothiazines"
pexidartinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Tyrosine Kinase Inhibitors
phentermine,"Breast Feeding|Lactation|Milk, Human|Anti-Obesity Agents"
phenylbutyrate,"Breast Feeding|Lactation|Milk, Human|Urea Cycle Disorders"
pimavanserin,"Breast Feeding|Lactation|Milk, Human|Antiparkinson Agents|Antipsychotic Agents|Serotonin 5-HT2 Receptor Antagonists"
pirtobrutinib,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors"
pitolisant,"Breast Feeding|Lactation|Milk, Human|Histamine H3 Antagonists|Wakefulness-Promoting Agents"
polatuzumab_vedotin,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents"
polidocanol,"Breast Feeding|Lactation|Milk, Human|Detergents|Sclerosing Solutions|Sclerotherapies|Surface-Active Agents"
pomalidomide,Breast Feeding|Lactation|Immunosuppressive Agents|Angiogenesis Inhibitors
ponesimod,Breast Feeding|Lactation|Immunosuppressive Agents|Sphingosine 1 Phosphate Receptor Modulators
porfimer,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Dermatologic Agents|Photosensitizing Agents"
prabotulinumtoxinA,Breastfeeding|Lactation|Bacterial Toxins|Neuromuscular Agents|Neurotoxins
pralsetinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors
pramoxine,"Breast Feeding|Lactation|Anesthetics, Local"
pretomanid,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antitubercular Agents"
radium-223,Breast Feeding|Lactation|Antineoplastic Agents|Radiopharmaceuticals|Radionuclides|Radium
raxibacumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antitoxins"
remdesevir,"Breast Feeding|Lactation|Milk, Human|Antimetabolites|Antiviral Agents"
remimazolam,"Breast Feeding|Lactation|Hypnotics and Sedatives|Benzodiazepines|Anesthetics, Intravenous"
retifanlimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal|Antineoplastic Agents"
rezafungin,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents|Echinocandins"
rimabotulinumtoxinB,Breastfeeding|Lactation|Bacterial Toxins|Neuromuscular Agents|Neurotoxins
rimantadine,Breast Feeding|Lactation|Antiviral Agents|Nucleic Acid Synthesis Inhibitors
rimegepant,"Breast Feeding|Lactation|Milk, Human|Analgesics|Calcitonin Gene Related Peptide Receptor Antagonists|CGRP-R Inhibitors"
riociguat,Breast Feeding|Lactation|Enzyme Activators
ripretinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Tyrosine Kinase Inhibitors
roflumilast,Breast Feeding|Lactation|Phosphodiesterase 4 Inhibitors
romiplostim,"Breast Feeding|Lactation|Milk, Human|Recombinant Fusion Proteins|Thrombopoietin"
sacituzumab_govit,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antibodies, Monoclonal|Immunoconjugates|Topoisomerase I Inhibitors"
sapropterin,Breast Feeding|Lactation|Coenzymes
satralizumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
selpercatinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Tyrosine Kinase Inhibitors
sodium_tetradecyl_sulfate,"Breast Feeding|Lactation|Milk, Human|Sclerosing Solutions|Sclerotherapies|Surface-Active Agents"
somapacitan,Breast Feeding|Lactation|Human Growth Hormone
sotorasib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors
sotrovimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Antibodies, Viral|Antiviral Agents"
sucroferric_OOH,Breast Feeding|Lactation|Chelating Agents|Ferric Compounds
sutimlimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Complement Inactivating Agents"
suvorexant,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Orexin Receptor Antagonists|Sleep Aids, Pharmaceutical"
tadalafil,Breast Feeding|Lactation|Phosphodiesterase 5 Inhibitors|Urologic Agents|Vasodilator Agents
tafasitamab,"Breast Feeding|Lactation|Antibodies, Monoclonal, Humanized|Antineoplastic Agents"
tamsulosin,Breast Feeding|Lactation|Adrenergic alpha-1 Receptor Antagonists|Urological Agents
tapinarof,"Breast Feeding|Lactation|Milk, Human|Dermatological Agents"
tasimelteon,Breast Feeding|Lactation|Central Nervous System Depressants
teclistamab,"Breast Feeding|Lactation|Milk, Human|Antineoplastic agents|Monoclonal antibodies"
tecovirimat,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antiviral Agents"
teduglutide,"Breast Feeding|Lactation|Milk, Human|Hypoglycemic Agents|Incretins|Glucagon-Like Peptide-1 Agonists|GLP-1 Agonists"
tegaserod,Breast Feeding|Lactation|Gastrointestinal Drugs|Serotonin Receptor Agonists
tenapanor,Breast Feeding|Lactation|Gastrointestinal Agents|Membrane Transport Modulators|Laxatives
teplizumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
tepotinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Tyrosine Kinase Inhibitors
teprotumumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized"
teriparatide,"Breast Feeding|Lactation|Milk, Human|Parathyroid Hormone|Calcium-Regulating Hormones and Agents|Bone Density Conservation Agents"
tezepelumab,"Breast Feeding|Lactation|Milk, Human|Anti-Allergic Agents|Anti-Asthmatic Agents|Antibodies, Monoclonal, Humanized"
thiosulfate,"Breast Feeding|Lactation|Milk, Human|Antidotes|Chelating Agents"
tirbanibulin,Breast Feeding|Lactation|Antineoplastic Agents|Dermatologic Agents
tirzepatide,"Breast Feeding|Lactation|Milk, Human|Hypoglycemic Agents|Incretins|Glucagon-Like Peptide-1 Agonists|GLP-1 Agonists"
tisotumab_vedotin,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents"
tofersen,"Breast Feeding|Lactation|Milk, Human|Oligonucleotides"
tralokinumab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal"
tremelimumab,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antibodies, Monoclonal, Humanized"
trifarotene,Breast Feeding|Lactation|Dermatologic Agents|Retinoids
trofinetide,"Breast Feeding|Lactation|Milk, Human"
tucatinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Tyrosine Kinase Inhibitors
ublituximab,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Antibodies, Monoclonal"
ubrogepant,Breast Feeding|Lactation|Analgesics|Calcitonin Gene Related Peptide Receptor Antagonists|CGRP-R Inhibitors
upadacitinib,Breast Feeding|Lactation|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Janus Kinase Inhibitors|JAK Inhibitors
vaccaria,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Galactogogues|Phytotherapy|Plants, Medicinal"
vardenafil,Breast Feeding|Lactation|Phosphodiesterase 5 Inhibitors|Urologic Agents|Vasodilator Agents
varicella_IG,"Breast Feeding|Lactation|Milk, Human|Antibodies|Immunoglobulin G|Immunoglobulins"
vecuronium,Breast Feeding|Lactation|Muscle Relaxants|Neuromuscular Nondepolarizing Agents
venetoclax,Breast Feeding|Lactation|Antineoplastic Agents
vilobelimab,"Breast Feeding|Lactation|Milk, Human|Antibodies, Monoclonal, Humanized|Complement Inactivating Agents"
viloxazine,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors"
voclosporin,Breast Feeding|Lactation|Immunosuppressive Agents
vonoprazan,"Breast Feeding|Lactation|Milk, Human|Anti-Ulcer Agents|Gastrointestinal Agents|Proton Pump Inhibitors"
voriconazole,"Breast Feeding|Lactation|Milk, Human|Antifungal Agents"
voxelotor,Breast Feeding|Lactation|Hematologic Agents
zanubrutinib,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Hematologic Agents|Protein Kinase Inhibitors
zavegepant,"Breast Feeding|Lactation|Milk, Human|Analgesics|Calcitonin Gene-Related Peptide Receptor Antagonists|CGRP-R Inhibitors"
ziconotide,"Breast Feeding|Lactation|Milk, Human|Analgesics, Non-Narcotic|Calcium Channel Blockers|Neuroprotective Agents"
zinc,Breast Feeding|Lactation|Minerals|Elements
